urls	urls_status	file
https://homepage.divms.uiowa.edu/~mbognar/applets/chisq.html	failed	/github/workspace/index.Rmd
https://homepage.divms.uiowa.edu/~mbognar/applets/chisq.html	failed	/github/workspace/README.Rmd
